,Start_date_of_CEWS_period,RegionCode,RegionName,RuralUrbanFlag,CMACAFlag,Number_business_locations,Subsidy_amount,Supported_employees,CEWS_rehire_count,province_regionCode,province_regionName
20333,2020-08-02,62000,Nunavut - rural part excluding undetermined CSDs,RURAL,Not applicable,110,"3,958,000","2,475",0,62,Nunavut
20356,2020-08-02,TOTAL,Canada,Not applicable,Not applicable,"272,555","6,724,693,000","4,163,167","19,510",TO,
20363,2020-08-30,10001,St. John's,URBAN,CMA,"1,670","24,416,000","23,806",80,10,Newfoundland and Labrador
20364,2020-08-30,10005,Bay Roberts,URBAN,CA,60,"386,000",479,5,10,Newfoundland and Labrador
20365,2020-08-30,10011,Gander,URBAN,CA,140,"2,254,000","1,652",10,10,Newfoundland and Labrador
20415,2020-08-30,10015,Corner Brook,URBAN,CA,265,"3,080,000","3,216",20,10,Newfoundland and Labrador
20668,2020-08-30,11105,Charlottetown,URBAN,CA,645,"6,909,000","8,052",40,11,Prince Edward Island
20669,2020-08-30,11110,Summerside,URBAN,CA,130,"1,966,000","2,016",15,11,Prince Edward Island
20753,2020-08-30,12205,Halifax,URBAN,CMA,"2,910","43,852,000","46,947",175,12,Nova Scotia
20754,2020-08-30,12210,Kentville,URBAN,CA,175,"1,184,000","1,866",10,12,Nova Scotia
20755,2020-08-30,12215,Truro,URBAN,CA,260,"2,336,000","3,042",20,12,Nova Scotia
20756,2020-08-30,12220,New Glasgow,URBAN,CA,200,"1,767,000","2,142",30,12,Nova Scotia
20757,2020-08-30,12225,Cape Breton,URBAN,CA,470,"4,656,000","5,616",30,12,Nova Scotia
20998,2020-08-30,13305,Moncton,URBAN,CMA,"1,105","13,796,000","14,969",60,13,New Brunswick
20999,2020-08-30,13310,Saint John,URBAN,CMA,805,"14,757,000","13,715",30,13,New Brunswick
21000,2020-08-30,13320,Fredericton,URBAN,CA,660,"6,479,000","8,266",35,13,New Brunswick
21001,2020-08-30,13328,Bathurst,URBAN,CA,200,"1,681,000","1,990",5,13,New Brunswick
21002,2020-08-30,13329,Miramichi,URBAN,CA,145,"1,300,000","1,691",10,13,New Brunswick
21003,2020-08-30,13330,Campbellton (New Brunswick part),URBAN,CA,130,"1,134,000","1,406",10,13,New Brunswick
21004,2020-08-30,13335,Edmundston,URBAN,CA,170,"1,630,000","2,254",10,13,New Brunswick
21316,2020-08-30,24330,Campbellton (Quebec part),URBAN,CA,5,,,0,24,Quebec
21407,2020-08-30,24403,Matane,URBAN,CA,75,"839,000","1,083",0,24,Quebec
21408,2020-08-30,24404,Rimouski,URBAN,CA,350,"2,975,000","4,474",10,24,Quebec
21409,2020-08-30,24405,Rivière-du-Loup,URBAN,CA,290,"3,738,000","5,233",10,24,Quebec
21410,2020-08-30,24406,Baie-Comeau,URBAN,CA,145,"1,611,000","2,069",10,24,Quebec
21411,2020-08-30,24408,Saguenay,URBAN,CMA,"1,080","13,965,000","15,603",65,24,Quebec
21412,2020-08-30,24410,Alma,URBAN,CA,230,"2,820,000","3,740",15,24,Quebec
21423,2020-08-30,24411,Dolbeau-Mistassini,URBAN,CA,90,"1,037,000","1,508",5,24,Quebec
21425,2020-08-30,24412,Sept-Îles,URBAN,CA,155,"1,470,000","1,663",15,24,Quebec
21441,2020-08-30,24421,Québec,URBAN,CMA,"5,540","83,806,000","94,055",295,24,Quebec
21443,2020-08-30,24430,Thetford Mines,URBAN,CA,170,"2,323,000","2,464",10,24,Quebec
21445,2020-08-30,24433,Sherbrooke,URBAN,CMA,"1,315","18,504,000","21,453",70,24,Quebec
21446,2020-08-30,24440,Victoriaville,URBAN,CA,430,"4,369,000","6,478",20,24,Quebec
21456,2020-08-30,24442,Trois-Rivières,URBAN,CMA,"1,045","15,802,000","18,050",70,24,Quebec
21457,2020-08-30,24444,Shawinigan,URBAN,CA,295,"3,133,000","4,189",20,24,Quebec
21458,2020-08-30,24447,Drummondville,URBAN,CA,655,"9,610,000","11,474",40,24,Quebec
21459,2020-08-30,24450,Granby,URBAN,CA,650,"9,895,000","11,078",35,24,Quebec
21476,2020-08-30,24452,Saint-Hyacinthe,URBAN,CA,420,"5,528,000","7,923",20,24,Quebec
21477,2020-08-30,24454,Sorel-Tracy,URBAN,CA,200,"4,536,000","3,462",15,24,Quebec
21478,2020-08-30,24456,Joliette,URBAN,CA,395,"4,986,000","5,494",20,24,Quebec
21500,2020-08-30,24462,Montréal,URBAN,CMA,"29,110","525,628,000","499,222","1,960",24,Quebec
21508,2020-08-30,24480,Val-d'Or,URBAN,CA,250,"4,717,000","5,073",15,24,Quebec
21549,2020-08-30,24505,Ottawa - Gatineau (Quebec part),URBAN,CMA,"1,290","13,715,000","16,228",85,24,Quebec
22358,2020-08-30,35501,Cornwall,URBAN,CA,290,"3,799,000","5,614",15,35,Ontario
22359,2020-08-30,35505,Ottawa - Gatineau (Ontario part),URBAN,CMA,"6,940","105,222,000","106,789",550,35,Ontario
22360,2020-08-30,35507,Arnprior,URBAN,CA,80,"1,195,000","1,014",10,35,Ontario
22361,2020-08-30,35509,Carleton Place,URBAN,CA,135,"1,098,000","2,157",5,35,Ontario
22370,2020-08-30,35512,Brockville,URBAN,CA,240,"2,525,000","3,442",15,35,Ontario
22371,2020-08-30,35515,Pembroke,URBAN,CA,160,"1,499,000","2,144",10,35,Ontario
22382,2020-08-30,35521,Kingston,URBAN,CMA,"1,090","13,941,000","15,797",65,35,Ontario
22383,2020-08-30,35522,Belleville,URBAN,CMA,665,"7,060,000","9,059",55,35,Ontario
22384,2020-08-30,35529,Peterborough,URBAN,CMA,770,"8,816,000","10,570",50,35,Ontario
22386,2020-08-30,35532,Oshawa,URBAN,CMA,"1,740","20,255,000","34,314",135,35,Ontario
22387,2020-08-30,35535,Toronto,URBAN,CMA,"46,890","831,597,000","784,999","3,795",35,Ontario
22388,2020-08-30,35537,Hamilton,URBAN,CMA,"5,040","80,218,000","83,862",335,35,Ontario
22389,2020-08-30,35539,St. Catharines - Niagara,URBAN,CMA,"2,945","42,171,000","45,314",215,35,Ontario
22401,2020-08-30,35541,Kitchener - Cambridge - Waterloo,URBAN,CMA,"3,670","61,972,000","63,686",205,35,Ontario
22402,2020-08-30,35543,Brantford,URBAN,CMA,815,"13,810,000","13,855",45,35,Ontario
22403,2020-08-30,35550,Guelph,URBAN,CMA,"1,160","23,315,000","23,651",70,35,Ontario
22404,2020-08-30,35555,London,URBAN,CMA,"3,065","46,065,000","53,069",180,35,Ontario
22405,2020-08-30,35556,Chatham-Kent,URBAN,CA,430,"5,994,000","7,075",30,35,Ontario
22406,2020-08-30,35557,Leamington,URBAN,CA,230,"2,903,000","3,305",15,35,Ontario
22407,2020-08-30,35559,Windsor,URBAN,CMA,"1,940","39,168,000","43,338",155,35,Ontario
22419,2020-08-30,35562,Sarnia,URBAN,CA,575,"15,146,000","12,817",30,35,Ontario
22420,2020-08-30,35566,Owen Sound,URBAN,CA,225,"2,393,000","3,289",20,35,Ontario
22421,2020-08-30,35568,Barrie,URBAN,CMA,"1,355","13,678,000","17,992",75,35,Ontario
22441,2020-08-30,35571,Midland,URBAN,CA,155,"1,654,000","2,002",10,35,Ontario
22442,2020-08-30,35575,North Bay,URBAN,CA,440,"5,523,000","7,195",20,35,Ontario
22443,2020-08-30,35580,Greater Sudbury,URBAN,CMA,880,"12,596,000","14,262",60,35,Ontario
22455,2020-08-30,35590,Sault Ste. Marie,URBAN,CA,440,"10,008,000","9,675",25,35,Ontario
22465,2020-08-30,35595,Thunder Bay,URBAN,CMA,735,"12,503,000","12,572",45,35,Ontario
22611,2020-08-30,46602,Winnipeg,URBAN,CMA,"4,615","65,312,000","73,830",290,46,Manitoba
22612,2020-08-30,46603,Winkler,URBAN,CA,150,"2,030,000","2,490",5,46,Manitoba
22613,2020-08-30,46610,Brandon,URBAN,CA,375,"3,495,000","4,453",15,46,Manitoba
22936,2020-08-30,47705,Regina,URBAN,CMA,"1,605","18,439,000","22,172",110,47,Saskatchewan
22937,2020-08-30,47710,Yorkton,URBAN,CA,125,"1,317,000","1,494",0,47,Saskatchewan
22938,2020-08-30,47715,Moose Jaw,URBAN,CA,200,"2,342,000","2,493",10,47,Saskatchewan
22939,2020-08-30,47720,Swift Current,URBAN,CA,185,"1,597,000","1,750",5,47,Saskatchewan
22940,2020-08-30,47725,Saskatoon,URBAN,CMA,"2,175","28,324,000","29,475",155,47,Saskatchewan
22941,2020-08-30,47735,North Battleford,URBAN,CA,110,"1,087,000","1,115",5,47,Saskatchewan
22942,2020-08-30,47745,Prince Albert,URBAN,CA,200,"3,309,000","3,149",20,47,Saskatchewan
22943,2020-08-30,47750,Estevan,URBAN,CA,200,"3,754,000","2,479",15,47,Saskatchewan
22944,2020-08-30,47840,Lloydminster (Saskatchewan part),URBAN,CA,165,"1,896,000","1,506",10,47,Saskatchewan
23200,2020-08-30,48805,Medicine Hat,URBAN,CA,675,"8,525,000","7,909",30,48,Alberta
23201,2020-08-30,48806,Brooks,URBAN,CA,190,"3,443,000","2,039",10,48,Alberta
23202,2020-08-30,48810,Lethbridge,URBAN,CMA,855,"9,815,000","11,161",40,48,Alberta
23203,2020-08-30,48825,Calgary,URBAN,CMA,"12,940","278,743,000","215,519",920,48,Alberta
23204,2020-08-30,48831,Sylvan Lake,URBAN,CA,125,"1,398,000","1,150",10,48,Alberta
23205,2020-08-30,48835,Edmonton,URBAN,CMA,"11,615","203,504,000","178,006",805,48,Alberta
23206,2020-08-30,48860,Wood Buffalo,URBAN,CA,505,"25,849,000","19,811",30,48,Alberta
23545,2020-08-30,59905,Cranbrook,URBAN,CA,220,"3,270,000","2,770",5,59,British Columbia
23546,2020-08-30,59907,Nelson,URBAN,CA,130,"857,000",983,5,59,British Columbia
23547,2020-08-30,59913,Penticton,URBAN,CA,280,"3,819,000","3,923",20,59,British Columbia
23548,2020-08-30,59915,Kelowna,URBAN,CMA,"1,545","20,513,000","20,825",80,59,British Columbia
23549,2020-08-30,59918,Vernon,URBAN,CA,450,"4,256,000","4,846",20,59,British Columbia
23550,2020-08-30,59920,Salmon Arm,URBAN,CA,135,"1,324,000","1,417",5,59,British Columbia
23551,2020-08-30,59925,Kamloops,URBAN,CA,715,"9,607,000","10,134",50,59,British Columbia
23552,2020-08-30,59930,Chilliwack,URBAN,CA,465,"4,872,000","5,576",35,59,British Columbia
23553,2020-08-30,59932,Abbotsford - Mission,URBAN,CMA,"1,070","12,188,000","13,434",75,59,British Columbia
23554,2020-08-30,59933,Vancouver,URBAN,CMA,"21,190","301,390,000","283,000","1,800",59,British Columbia
23555,2020-08-30,59934,Squamish,URBAN,CA,185,"2,024,000","1,943",15,59,British Columbia
23556,2020-08-30,59935,Victoria,URBAN,CMA,"2,620","32,204,000","32,447",135,59,British Columbia
23557,2020-08-30,59937,Duncan,URBAN,CA,320,"3,361,000","3,902",15,59,British Columbia
23558,2020-08-30,59938,Nanaimo,URBAN,CA,780,"5,924,000","8,200",55,59,British Columbia
23559,2020-08-30,59939,Parksville,URBAN,CA,160,"1,154,000","1,835",5,59,British Columbia
23560,2020-08-30,59940,Port Alberni,URBAN,CA,105,"1,713,000","1,459",5,59,British Columbia
23561,2020-08-30,59943,Courtenay,URBAN,CA,310,"2,553,000","3,087",10,59,British Columbia
23562,2020-08-30,59944,Campbell River,URBAN,CA,250,"2,804,000","3,181",15,59,British Columbia
23563,2020-08-30,59945,Powell River,URBAN,CA,75,"683,000",765,5,59,British Columbia
23564,2020-08-30,59950,Williams Lake,URBAN,CA,105,"1,382,000","1,665",5,59,British Columbia
23565,2020-08-30,59952,Quesnel,URBAN,CA,105,"1,476,000","1,385",5,59,British Columbia
23566,2020-08-30,59955,Prince Rupert,URBAN,CA,80,"592,000",722,0,59,British Columbia
23567,2020-08-30,59965,Terrace,URBAN,CA,115,"986,000","1,100",5,59,British Columbia
23568,2020-08-30,59970,Prince George,URBAN,CA,535,"6,289,000","6,797",25,59,British Columbia
23569,2020-08-30,59977,Fort St. John,URBAN,CA,355,"5,836,000","4,532",25,59,British Columbia
23573,2020-08-30,60000,Yukon - rural part excluding undetermined CSDs,RURAL,Not applicable,50,"460,000",342,0,60,Yukon
23587,2020-08-30,60990,Whitehorse,URBAN,CA,240,"3,507,000","2,975",20,60,Yukon
23591,2020-08-30,61000,Northwest Territories - rural part excluding undetermined CSDs,RURAL,Not applicable,75,,,0,61,Northwest Territories
23613,2020-08-30,62000,Nunavut - rural part excluding undetermined CSDs,RURAL,Not applicable,105,"2,105,000","1,962",0,62,Nunavut
23636,2020-08-30,TOTAL,Canada,Not applicable,Not applicable,"240,720","3,850,675,000","3,768,917","16,345",TO,
23643,2020-09-27,10001,St. John's,URBAN,CMA,"1,360","16,179,000","19,248",55,10,Newfoundland and Labrador
23644,2020-09-27,10005,Bay Roberts,URBAN,CA,50,"317,000",445,0,10,Newfoundland and Labrador
23645,2020-09-27,10011,Gander,URBAN,CA,115,"1,500,000","1,463",10,10,Newfoundland and Labrador
23694,2020-09-27,10015,Corner Brook,URBAN,CA,215,"1,709,000","2,321",15,10,Newfoundland and Labrador
23928,2020-09-27,11105,Charlottetown,URBAN,CA,485,"4,255,000","5,629",25,11,Prince Edward Island
23929,2020-09-27,11110,Summerside,URBAN,CA,100,"1,143,000","1,620",5,11,Prince Edward Island
24012,2020-09-27,12205,Halifax,URBAN,CMA,"2,465","28,263,000","36,962",130,12,Nova Scotia
24013,2020-09-27,12210,Kentville,URBAN,CA,150,"762,000","1,489",10,12,Nova Scotia
24014,2020-09-27,12215,Truro,URBAN,CA,200,"1,417,000","2,358",15,12,Nova Scotia
24015,2020-09-27,12220,New Glasgow,URBAN,CA,165,"1,121,000","1,756",10,12,Nova Scotia
24016,2020-09-27,12225,Cape Breton,URBAN,CA,380,"2,816,000","4,171",30,12,Nova Scotia
24240,2020-09-27,13305,Moncton,URBAN,CMA,925,"9,858,000","12,856",45,13,New Brunswick
24241,2020-09-27,13310,Saint John,URBAN,CMA,645,"9,327,000","10,981",15,13,New Brunswick
24242,2020-09-27,13320,Fredericton,URBAN,CA,545,"4,382,000","6,935",25,13,New Brunswick
24243,2020-09-27,13328,Bathurst,URBAN,CA,160,"962,000","1,458",5,13,New Brunswick
24244,2020-09-27,13329,Miramichi,URBAN,CA,110,"764,000","1,327",5,13,New Brunswick
24245,2020-09-27,13330,Campbellton (New Brunswick part),URBAN,CA,115,"878,000","1,238",10,13,New Brunswick
24246,2020-09-27,13335,Edmundston,URBAN,CA,125,"1,111,000","1,838",5,13,New Brunswick
24538,2020-09-27,24330,Campbellton (Quebec part),URBAN,CA,0,,,0,24,Quebec
24623,2020-09-27,24403,Matane,URBAN,CA,55,"685,000",870,0,24,Quebec
24624,2020-09-27,24404,Rimouski,URBAN,CA,280,"1,674,000","2,804",10,24,Quebec
24625,2020-09-27,24405,Rivière-du-Loup,URBAN,CA,235,"2,668,000","4,511",5,24,Quebec
24626,2020-09-27,24406,Baie-Comeau,URBAN,CA,110,"718,000","1,292",10,24,Quebec
24627,2020-09-27,24408,Saguenay,URBAN,CMA,880,"8,925,000","12,232",40,24,Quebec
24628,2020-09-27,24410,Alma,URBAN,CA,195,"1,934,000","2,631",10,24,Quebec
24638,2020-09-27,24411,Dolbeau-Mistassini,URBAN,CA,65,"418,000",654,5,24,Quebec
24640,2020-09-27,24412,Sept-Îles,URBAN,CA,125,"985,000","1,225",10,24,Quebec
24656,2020-09-27,24421,Québec,URBAN,CMA,"4,715","55,174,000","76,070",200,24,Quebec
24658,2020-09-27,24430,Thetford Mines,URBAN,CA,145,"1,575,000","2,115",5,24,Quebec
24660,2020-09-27,24433,Sherbrooke,URBAN,CMA,"1,060","12,597,000","17,787",60,24,Quebec
24661,2020-09-27,24440,Victoriaville,URBAN,CA,340,"2,722,000","4,612",15,24,Quebec
24671,2020-09-27,24442,Trois-Rivières,URBAN,CMA,880,"12,179,000","15,455",55,24,Quebec
24672,2020-09-27,24444,Shawinigan,URBAN,CA,225,"1,895,000","3,043",15,24,Quebec
24673,2020-09-27,24447,Drummondville,URBAN,CA,560,"5,691,000","9,012",25,24,Quebec
24674,2020-09-27,24450,Granby,URBAN,CA,555,"6,731,000","9,079",20,24,Quebec
24690,2020-09-27,24452,Saint-Hyacinthe,URBAN,CA,345,"3,247,000","5,716",20,24,Quebec
24691,2020-09-27,24454,Sorel-Tracy,URBAN,CA,175,"3,217,000","3,244",10,24,Quebec
24692,2020-09-27,24456,Joliette,URBAN,CA,315,"3,123,000","4,674",10,24,Quebec
24713,2020-09-27,24462,Montréal,URBAN,CMA,"24,215","356,493,000","417,872","1,320",24,Quebec
24721,2020-09-27,24480,Val-d'Or,URBAN,CA,205,"3,002,000","4,451",15,24,Quebec
24759,2020-09-27,24505,Ottawa - Gatineau (Quebec part),URBAN,CMA,"1,095","9,588,000","17,814",70,24,Quebec
25548,2020-09-27,35501,Cornwall,URBAN,CA,250,"2,118,000","3,271",15,35,Ontario
25549,2020-09-27,35505,Ottawa - Gatineau (Ontario part),URBAN,CMA,"5,915","69,704,000","87,086",385,35,Ontario
25550,2020-09-27,35507,Arnprior,URBAN,CA,70,"848,000",800,10,35,Ontario
25551,2020-09-27,35509,Carleton Place,URBAN,CA,110,"852,000","1,686",5,35,Ontario
25560,2020-09-27,35512,Brockville,URBAN,CA,210,"1,592,000","2,153",15,35,Ontario
25561,2020-09-27,35515,Pembroke,URBAN,CA,135,"995,000","1,668",5,35,Ontario
25571,2020-09-27,35521,Kingston,URBAN,CMA,925,"8,917,000","12,612",40,35,Ontario
25572,2020-09-27,35522,Belleville,URBAN,CMA,520,"4,449,000","7,377",45,35,Ontario
25573,2020-09-27,35529,Peterborough,URBAN,CMA,655,"6,262,000","8,976",35,35,Ontario
25575,2020-09-27,35532,Oshawa,URBAN,CMA,"1,490","12,858,000","22,482",95,35,Ontario
25576,2020-09-27,35535,Toronto,URBAN,CMA,"40,440","593,879,000","678,988","3,070",35,Ontario
25577,2020-09-27,35537,Hamilton,URBAN,CMA,"4,305","52,330,000","70,091",225,35,Ontario
25578,2020-09-27,35539,St. Catharines - Niagara,URBAN,CMA,"2,490","26,526,000","37,501",140,35,Ontario
25590,2020-09-27,35541,Kitchener - Cambridge - Waterloo,URBAN,CMA,"3,095","43,850,000","53,766",140,35,Ontario
25591,2020-09-27,35543,Brantford,URBAN,CMA,695,"9,668,000","12,367",40,35,Ontario
25592,2020-09-27,35550,Guelph,URBAN,CMA,940,"10,938,000","16,276",45,35,Ontario
25593,2020-09-27,35555,London,URBAN,CMA,"2,555","31,931,000","42,646",130,35,Ontario
25594,2020-09-27,35556,Chatham-Kent,URBAN,CA,355,"3,942,000","5,287",25,35,Ontario
25595,2020-09-27,35557,Leamington,URBAN,CA,190,"1,841,000","2,867",15,35,Ontario
25596,2020-09-27,35559,Windsor,URBAN,CMA,"1,605","26,007,000","36,472",120,35,Ontario
25608,2020-09-27,35562,Sarnia,URBAN,CA,480,"12,614,000","11,058",25,35,Ontario
25609,2020-09-27,35566,Owen Sound,URBAN,CA,190,"1,414,000","3,105",10,35,Ontario
25610,2020-09-27,35568,Barrie,URBAN,CMA,"1,160","9,517,000","14,694",70,35,Ontario
25629,2020-09-27,35571,Midland,URBAN,CA,125,"1,187,000","1,648",5,35,Ontario
25630,2020-09-27,35575,North Bay,URBAN,CA,380,"4,301,000","5,993",25,35,Ontario
25631,2020-09-27,35580,Greater Sudbury,URBAN,CMA,690,"7,804,000","11,133",40,35,Ontario
25644,2020-09-27,35590,Sault Ste. Marie,URBAN,CA,350,"4,561,000","5,702",10,35,Ontario
25654,2020-09-27,35595,Thunder Bay,URBAN,CMA,585,"8,077,000","9,595",30,35,Ontario
25796,2020-09-27,46602,Winnipeg,URBAN,CMA,"4,040","43,955,000","63,529",235,46,Manitoba
25797,2020-09-27,46603,Winkler,URBAN,CA,120,"897,000","1,573",5,46,Manitoba
25798,2020-09-27,46610,Brandon,URBAN,CA,320,"2,405,000","3,816",15,46,Manitoba
26091,2020-09-27,47705,Regina,URBAN,CMA,"1,385","13,689,000","18,982",90,47,Saskatchewan
26092,2020-09-27,47710,Yorkton,URBAN,CA,105,"853,000","1,231",5,47,Saskatchewan
26093,2020-09-27,47715,Moose Jaw,URBAN,CA,170,"1,096,000","1,744",5,47,Saskatchewan
26094,2020-09-27,47720,Swift Current,URBAN,CA,160,"1,211,000","1,606",10,47,Saskatchewan
26095,2020-09-27,47725,Saskatoon,URBAN,CMA,"1,830","18,795,000","25,240",105,47,Saskatchewan
26096,2020-09-27,47735,North Battleford,URBAN,CA,100,"798,000",961,5,47,Saskatchewan
26097,2020-09-27,47745,Prince Albert,URBAN,CA,185,"2,267,000","2,768",15,47,Saskatchewan
26098,2020-09-27,47750,Estevan,URBAN,CA,170,"2,415,000","2,032",15,47,Saskatchewan
26099,2020-09-27,47840,Lloydminster (Saskatchewan part),URBAN,CA,135,"1,170,000","1,267",5,47,Saskatchewan
26348,2020-09-27,48805,Medicine Hat,URBAN,CA,530,"5,422,000","6,078",30,48,Alberta
26349,2020-09-27,48806,Brooks,URBAN,CA,160,"2,446,000","1,825",10,48,Alberta
26350,2020-09-27,48810,Lethbridge,URBAN,CMA,720,"6,722,000","10,006",30,48,Alberta
26351,2020-09-27,48825,Calgary,URBAN,CMA,"11,325","206,107,000","189,826",740,48,Alberta
26352,2020-09-27,48831,Sylvan Lake,URBAN,CA,100,"912,000",871,10,48,Alberta
26353,2020-09-27,48835,Edmonton,URBAN,CMA,"10,130","140,702,000","153,003",600,48,Alberta
26354,2020-09-27,48860,Wood Buffalo,URBAN,CA,425,"11,524,000","11,837",30,48,Alberta
26682,2020-09-27,59905,Cranbrook,URBAN,CA,185,"1,950,000","1,990",10,59,British Columbia
26683,2020-09-27,59907,Nelson,URBAN,CA,110,"679,000","1,082",0,59,British Columbia
26684,2020-09-27,59913,Penticton,URBAN,CA,240,"2,419,000","3,174",15,59,British Columbia
26685,2020-09-27,59915,Kelowna,URBAN,CMA,"1,335","14,776,000","18,122",65,59,British Columbia
26686,2020-09-27,59918,Vernon,URBAN,CA,380,"2,819,000","4,494",25,59,British Columbia
26687,2020-09-27,59920,Salmon Arm,URBAN,CA,100,"869,000","1,102",5,59,British Columbia
26688,2020-09-27,59925,Kamloops,URBAN,CA,595,"6,020,000","8,792",45,59,British Columbia
26689,2020-09-27,59930,Chilliwack,URBAN,CA,390,"3,188,000","4,994",35,59,British Columbia
26690,2020-09-27,59932,Abbotsford - Mission,URBAN,CMA,880,"8,035,000","11,532",60,59,British Columbia
26691,2020-09-27,59933,Vancouver,URBAN,CMA,"18,065","209,350,000","256,331","1,460",59,British Columbia
26692,2020-09-27,59934,Squamish,URBAN,CA,165,"1,438,000","1,731",10,59,British Columbia
26693,2020-09-27,59935,Victoria,URBAN,CMA,"2,180","21,928,000","27,567",110,59,British Columbia
26694,2020-09-27,59937,Duncan,URBAN,CA,245,"1,830,000","2,459",15,59,British Columbia
26695,2020-09-27,59938,Nanaimo,URBAN,CA,600,"3,936,000","6,617",45,59,British Columbia
26696,2020-09-27,59939,Parksville,URBAN,CA,120,"718,000","1,334",10,59,British Columbia
26697,2020-09-27,59940,Port Alberni,URBAN,CA,80,"1,235,000","1,001",5,59,British Columbia
26698,2020-09-27,59943,Courtenay,URBAN,CA,235,"1,393,000","2,212",5,59,British Columbia
26699,2020-09-27,59944,Campbell River,URBAN,CA,200,"1,893,000","2,633",10,59,British Columbia
26700,2020-09-27,59945,Powell River,URBAN,CA,65,"256,000",406,5,59,British Columbia
26701,2020-09-27,59950,Williams Lake,URBAN,CA,85,"1,640,000","1,438",5,59,British Columbia
26702,2020-09-27,59952,Quesnel,URBAN,CA,85,"866,000","1,138",5,59,British Columbia
26703,2020-09-27,59955,Prince Rupert,URBAN,CA,60,"334,000",580,0,59,British Columbia
26704,2020-09-27,59965,Terrace,URBAN,CA,100,"709,000","1,091",10,59,British Columbia
26705,2020-09-27,59970,Prince George,URBAN,CA,440,"4,180,000","5,416",20,59,British Columbia
26706,2020-09-27,59977,Fort St. John,URBAN,CA,290,"3,498,000","3,643",25,59,British Columbia
26710,2020-09-27,60000,Yukon - rural part excluding undetermined CSDs,RURAL,Not applicable,35,"222,000",235,0,60,Yukon
26723,2020-09-27,60990,Whitehorse,URBAN,CA,185,"1,784,000","2,087",5,60,Yukon
26727,2020-09-27,61000,Northwest Territories - rural part excluding undetermined CSDs,RURAL,Not applicable,65,,,0,61,Northwest Territories
26748,2020-09-27,62000,Nunavut - rural part excluding undetermined CSDs,RURAL,Not applicable,65,"1,311,000","1,369",0,62,Nunavut
26769,2020-09-27,TOTAL,Canada,Not applicable,Not applicable,"202,310","2,618,872,000","3,154,474","12,620",TO,
